Name;Name mit Ort;Nummer;Globale ID;GKZ;Gemeinde;Teilort;Landkreis;Relationscode;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate;
"Hedelfingen";"Hedelfingen";"227";"de:08111:227";08111000;"Stuttgart";"Stuttgart";"S";"431";"20,31,1,2";"Bus;Nachtbus;Stadtbahn";"U9,U13,62,65,103,N7";"20009_,20013_,30062_,30065_,31103_,33007_";6;"20,30,31,33";9,2542721;48,7600822;
"Friedrichsbau";"Friedrichsbau";"229";"de:08111:229";08111000;"Stuttgart";"Stuttgart";"S";"010";"10,1";"Stadtbahn";"U1,U9,U11";"20001_,20009_,20011_";3;"20";9,1763665;48,7801372;
"Austraße";"Austraße";"242";"de:08111:242";08111000;"Stuttgart";"Stuttgart";"S";"921";"1";"Bus";"59";"30059_";1;"30";9,2208759;48,8238530;
"Brigachstraße";"Brigachstraße";"244";"de:08111:244";08111000;"Stuttgart";"Stuttgart";"S";"921";"1";"Bus";"59";"30059_";1;"30";9,2231329;48,8230483;
"Burgholzstraße";"Burgholzstraße";"245";"de:08111:245";08111000;"Stuttgart";"Stuttgart";"S";"921";"1";"Bus";"59";"30059_";1;"30";9,2095926;48,8221476;
"Dreiecksplatz";"Dreiecksplatz";"246";"de:08111:246";08111000;"Stuttgart";"Stuttgart";"S";"921";"1";"Bus";"59";"30059_";1;"30";9,2221254;48,8200289;
"Havelweg";"Havelweg";"248";"de:08111:248";08111000;"Stuttgart";"Stuttgart";"S";"921";"1";"Bus";"59";"30059_";1;"30";9,2178695;48,8246231;
"Lechweg";"Lechweg";"249";"de:08111:249";08111000;"Stuttgart";"Stuttgart";"S";"921";"1";"Bus";"59";"30059_";1;"30";9,2123362;48,8236623;
"Münster Friedhof";"Münster Friedhof";"250";"de:08111:250";08111000;"Stuttgart";"Stuttgart";"S";"921";"1";"Bus";"59";"30059_";1;"30";9,2043499;48,8222110;
"Münster Kultur-/Sportzentrum";"Münster Kultur-/Sportzentrum";"251";"de:08111:251";08111000;"Stuttgart";"Stuttgart";"S";"921";"1";"Bus";"59";"30059_";1;"30";9,2207475;48,8225404;
"Oderstraße";"Oderstraße";"252";"de:08111:252";08111000;"Stuttgart";"Stuttgart";"S";"921";"1";"Bus";"59";"30059_";1;"30";9,2185466;48,8206112;
"Wilhelma";"Wilhelma";"254";"de:08111:254";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Stadtbahn";"U13,U14,U16";"20013_,20014_,20016_";3;"20";9,2082916;48,8040035;
"Rosensteinpark";"Rosensteinpark";"262";"de:08111:262";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Stadtbahn";"U13,U16";"20013_,20016_";2;"20";9,1965274;48,8068658;
"Glockenstraße";"Glockenstraße";"263";"de:08111:263";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Stadtbahn";"U13,U16";"20013_,20016_";2;"20";9,2042378;48,8080753;
"Kienbachstraße";"Kienbachstraße";"264";"de:08111:264";08111000;"Stuttgart";"Stuttgart";"S";"020";"20,1";"Stadtbahn";"U13";"20013_";1;"20";9,2344765;48,7996457;
"Blick";"Blick";"265";"de:08111:265";08111000;"Stuttgart";"Stuttgart";"S";"420";"20,1";"Stadtbahn";"U13";"20013_";1;"20";9,2421088;48,7931734;
"Eszet";"Eszet";"267";"de:08111:267";08111000;"Stuttgart";"Stuttgart";"S";"420";"20,1";"Bus;Nachtbus;Stadtbahn";"U13,60,N6";"20013_,30060_,33006_";3;"20,30,33";9,2466138;48,7876245;
"Schlotterbeckstraße";"Schlotterbeckstraße";"268";"de:08111:268";08111000;"Stuttgart";"Stuttgart";"S";"420";"20,1";"Bus;Nachtbus;Stadtbahn";"U13,60,N6";"20013_,30060_,33006_";3;"20,30,33";9,2489506;48,7840945;
"Auwiesen";"Auwiesen";"271";"de:08111:271";08111000;"Stuttgart";"Stuttgart";"S";"434";"20,34,1,2";"Bus;Nachtbus;Stadtbahn";"U12,U14,54,N5";"20012_,20014_,30054_,33005_";4;"20,30,33";9,2248816;48,8394469;
"Hofen";"Hofen";"272";"de:08111:272";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Bus;Nachtbus;Stadtbahn";"U12,U14,54,N5";"20012_,20014_,30054_,33005_";4;"20,30,33";9,2221024;48,8363499;
"Wagrainäcker";"Wagrainäcker";"274";"de:08111:274";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Stadtbahn";"U12,U14";"20012_,20014_";2;"20";9,2121438;48,8296785;
"Elbestraße";"Elbestraße";"275";"de:08111:275";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Bus;Stadtbahn";"U14,59";"20014_,30059_";2;"20,30";9,2128344;48,8255318;
"Freibergstraße";"Freibergstraße";"276";"de:08111:276";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Nachtbus;Stadtbahn";"U14,N4";"20014_,33004_";2;"20,33";9,2219673;48,8242915;
"Münster Rathaus";"Münster Rathaus";"277";"de:08111:277";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Bus;Nachtbus;Stadtbahn";"U14,59,N4";"20014_,30059_,33004_";3;"20,30,33";9,2266375;48,8210542;
"Münster Viadukt";"Münster Viadukt";"278";"de:08111:278";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Stadtbahn";"U14";"20014_";1;"20";9,2222328;48,8165936;
"Weserstraße";"Weserstraße";"279";"de:08111:279";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Bus;Nachtbus";"56,59,N4";"30056_,30059_,33004_";3;"30,33";9,2148505;48,8224526;
"Kraftwerk Münster";"Kraftwerk Münster";"280";"de:08111:280";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Stadtbahn";"U14";"20014_";1;"20";9,2174417;48,8139051;
"Mühlsteg";"Mühlsteg";"281";"de:08111:281";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Nachtbus;Stadtbahn";"U14,N4";"20014_,33004_";2;"20,33";9,2156398;48,8096731;
"Suttnerstraße";"Suttnerstraße";"288";"de:08111:288";08111000;"Stuttgart";"Stuttgart";"S";"721";"20,1";"Nachtbus;Stadtbahn";"U7,U13,N5";"20007_,20013_,33005_";3;"20,33";9,2065224;48,8404974;
"Himmelsleiter";"Himmelsleiter";"289";"de:08111:289";08111000;"Stuttgart";"Stuttgart";"S";"721";"20,1";"Nachtbus;Stadtbahn";"U7,U13,N5";"20007_,20013_,33005_";3;"20,33";9,2015511;48,8373680;
"Mittnachtstraße";"Mittnachtstraße";"296";"de:08111:296";08111000;"Stuttgart";"Stuttgart";"S";"010";"10,1";"Stadtbahn";"U12";"20012_";1;"20";9,1901494;48,7979291;
"Milchhof";"Milchhof";"297";"de:08111:297";08111000;"Stuttgart";"Stuttgart";"S";"010";"10,1";"Stadtbahn";"U12";"20012_";1;"20";9,1898604;48,7934874;
"Budapester Platz";"Budapester Platz";"299";"de:08111:299";08111000;"Stuttgart";"Stuttgart";"S";"010";"10,1";"Stadtbahn";"U12";"20012_";1;"20";9,1856844;48,7904548;
"Friedhofstraße";"Friedhofstraße";"303";"de:08111:303";08111000;"Stuttgart";"Stuttgart";"S";"001";"10,1";"Nachtbus";"N3,N4";"33003_,33004_";2;"33";9,1821315;48,7939855;
"Tal-/Ostendstraße";"Tal-/Ostendstraße";"306";"de:08111:306";08111000;"Stuttgart";"Stuttgart";"S";"003";"10,1";"Nachtbus";"N5,N7";"33005_,33007_";2;"33";9,2078698;48,7810647;
"Karlstraße";"Musberg Karlstraße";"309";"de:08116:309";08116078;"Leinfelden-Echterdingen";"Musberg";"ES";"038";"38,2";"Bus;Nachtbus";"814,818,N18";"31814_,31818_,34018_";3;"31,34";9,1197755;48,6943954;
"Friedhof";"Musberg Friedhof";"310";"de:08116:310";08116078;"Leinfelden-Echterdingen";"Musberg";"ES";"038";"38,2";"Bus;Nachtbus";"814,818,N18";"31814_,31818_,34018_";3;"31,34";9,1255436;48,6924379;
"Filderbahnstraße";"Filderbahnstraße";"316";"de:08111:316";08111000;"Stuttgart";"Stuttgart";"S";"222";"20,1";"Nachtbus";"N10";"33010_";1;"33";9,1470142;48,7281665;
"Elsterstaffel";"Elsterstaffel";"318";"de:08111:318";08111000;"Stuttgart";"Stuttgart";"S";"007";"10,1";"Bus;Nachtbus";"U1E,N1";"30001e,33001_";2;"30,33";9,1495500;48,7580900;
"Losäcker";"Losäcker";"319";"de:08111:319";08111000;"Stuttgart";"Stuttgart";"S";"321";"20,1";"Nachtbus";"N3";"33003_";1;"33";9,0907362;48,8157387;
"Laichlestraße";"Gerlingen Laichlestr.";"320";"de:08118:320";08118019;"Gerlingen";"Gerlingen";"LB";"036";"36,2";"Bus;Nachtbus";"635,N3";"31635_,33003_";2;"31,33";9,0819005;48,8082637;
"Gnesener Straße";"Gnesener Straße";"321";"de:08111:321";08111000;"Stuttgart";"Stuttgart";"S";"020";"20,1";"Nachtbus;Stadtbahn";"U2,U19,N5";"20002_,20019_,33005_";3;"20,33";9,2285864;48,8124537;
"Kursaal";"Kursaal";"322";"de:08111:322";08111000;"Stuttgart";"Stuttgart";"S";"020";"20,1";"Nachtbus;Stadtbahn";"U2,U19,N5";"20002_,20019_,33005_";3;"20,33";9,2223223;48,8091478;
"Daimlerplatz";"Daimlerplatz";"323";"de:08111:323";08111000;"Stuttgart";"Stuttgart";"S";"020";"20,1";"Stadtbahn";"U2,U19";"20002_,20019_";2;"20";9,2190108;48,8053054;
"Nägelestraße";"Nägelestraße";"341";"de:08111:341";08111000;"Stuttgart";"Stuttgart";"S";"920";"20,1";"Zahnradbahn";"10";"21010_";1;"21";9,1735733;48,7514917;
"Wielandshöhe";"Wielandshöhe";"342";"de:08111:342";08111000;"Stuttgart";"Stuttgart";"S";"006";"10,1";"Bus;Zahnradbahn";"10";"21010_,30033_";2;"21,30";9,1702341;48,7573148;
"Pfaffenweg";"Pfaffenweg";"343";"de:08111:343";08111000;"Stuttgart";"Stuttgart";"S";"006";"10,1";"Bus;Zahnradbahn";"10";"21010_,30033_";2;"21,30";9,1681610;48,7596649;
"Liststraße";"Liststraße";"344";"de:08111:344";08111000;"Stuttgart";"Stuttgart";"S";"006";"10,1";"Bus;Zahnradbahn";"10";"21010_,30033_";2;"21,30";9,1685099;48,7622902;
"SSB-Zentrum";"SSB-Zentrum";"350";"de:08111:350";08111000;"Stuttgart";"Stuttgart";"S";"322";"20,1";"Stadtbahn";"U3,U8,U,U12";"20003_,20008_,2000U_,20012_";4;"20";9,1301966;48,7268379;
"Plieninger Straße";"Plieninger Straße";"353";"de:08111:353";08111000;"Stuttgart";"Stuttgart";"S";"222";"20,1";"Nachtbus;Stadtbahn";"U3,N9";"20003_,33009_";2;"20,33";9,1566392;48,7242600;
"Sigmaringer Straße";"Sigmaringer Straße";"354";"de:08111:354";08111000;"Stuttgart";"Stuttgart";"S";"222";"20,1";"Stadtbahn";"U3";"20003_";1;"20";9,1532277;48,7287159;
"Wallgraben";"Wallgraben";"355";"de:08111:355";08111000;"Stuttgart";"Stuttgart";"S";"322";"20,1";"Nachtbus;Stadtbahn";"U3,U8,U,U12,N10";"20003_,20008_,2000U_,20012_,33010_";5;"20,33";9,1252630;48,7270053;
"Jurastraße";"Jurastraße";"356";"de:08111:356";08111000;"Stuttgart";"Stuttgart";"S";"322";"20,1";"Stadtbahn";"U3,U8,U";"20003_,20008_,2000U_";3;"20";9,1172208;48,7289202;
"Salzäcker";"Salzäcker";"360";"de:08111:360";08111000;"Stuttgart";"Stuttgart";"S";"222";"20,1";"Nachtbus;Stadtbahn";"U3,N9";"20003_,33009_";2;"20,33";9,1618499;48,7216360;
"Freytagweg";"Freytagweg";"361";"de:08111:361";08111000;"Stuttgart";"Stuttgart";"S";"538";"20,38,1,2";"Bus;Nachtbus";"72,N9";"30072_,33009_";2;"30,33";9,1568381;48,7095930;
"Fasanenhof Schelmenwasen";"Fasanenhof Schelmenwasen";"363";"de:08111:363";08111000;"Stuttgart";"Stuttgart";"S";"538";"20,38,1,2";"Stadtbahn";"U6";"20006_";1;"20";9,1703921;48,7076853;
"Fasanenhof";"Fasanenhof";"364";"de:08111:364";08111000;"Stuttgart";"Stuttgart";"S";"538";"20,38,1,2";"Bus;Nachtbus;Stadtbahn";"U6,72,N9";"20006_,30072_,33009_";3;"20,30,33";9,1530087;48,7103716;
"Kelterstraße";"Kelterstraße";"370";"de:08111:370";08111000;"Stuttgart";"Stuttgart";"S";"007";"10,1";"Bus;Nachtbus";"U1E,N1";"30001e,33001_";2;"30,33";9,1546965;48,7598727;
"Tunnelstraße";"Tunnelstraße";"371";"de:08111:371";08111000;"Stuttgart";"Stuttgart";"S";"021";"20,1";"Nachtbus";"N3";"33003_";1;"33";9,1707730;48,8117718;
"Villastraße";"Villastraße";"372";"de:08111:372";08111000;"Stuttgart";"Stuttgart";"S";"002";"10,1";"Nachtbus";"N4";"33004_";1;"33";9,2028717;48,7934562;
"Moselstraße";"Stuttgart Moselstraße";"373";"de:08111:373";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Bus;Nachtbus";"59,N4";"30059_,33004_";2;"30,33";9,2179306;48,8230223;
"Rembrandtstraße";"Stuttgart Rembrandtstraße";"374";"de:08111:374";08111000;"Stuttgart";"Stuttgart";"S";"222";"20,1";"Nachtbus";"N9";"33009_";1;"33";9,1501535;48,7279826;
"Bieler Weg";"Bieler Weg";"375";"de:08111:375";08111000;"Stuttgart";"Stuttgart";"S";"720";"20,1";"Nachtbus";"N7";"33007_";1;"33";9,2149609;48,7369979;
"Ulmenstraße";"Ulmenstraße";"376";"de:08111:376";08111000;"Stuttgart";"Stuttgart";"S";"007";"10,1";"Bus;Nachtbus";"U1E,N1";"30001e,33001_";2;"30,33";9,1533629;48,7596317;
"Wangen Kelter";"Wangen Kelter";"377";"de:08111:377";08111000;"Stuttgart";"Wangen (Stuttgart)";"S";"420";"20,1";"Nachtbus";"N6";"33006_";1;"33";9,2421214;48,7732013;
"Höfingen";"Höfingen";"1003";"de:08115:1003";08115028;"Leonberg";"Höfingen";"BB";"186";"36,46,2,3";"R-Bahn;S-Bahn";"S6,S60,S61,S62,RE4,RE14";"10006_,10060_,10061_,10062_,11004_,11014_";6;"10,11";9,0261808;48,8150344;
"Zazenhausen";"Zazenhausen";"1200";"de:08111:1200";08111000;"Stuttgart";"Stuttgart";"S";"721";"20,1";"R-Bahn";"RB11";"11011_";1;"11";9,1994618;48,8361037;
"Sommerrain";"Sommerrain";"1300";"de:08111:1300";08111000;"Stuttgart";"Stuttgart";"S";"320";"20,1";"Bus;R-Bahn;S-Bahn;SEV-Bus";"S2,S3,MEX19,RE90,MEX90,54,58,S2E";"10002_,10003_,11019_,11090_,11091_,30054_,30058_,36002a";8;"10,11,30,36";9,2483697;48,8152182;
"Malmsheim";"Malmsheim";"1301";"de:08115:1301";08115041;"Renningen";"Malmsheim";"BB";"056";"56,4";"R-Bahn;S-Bahn";"S6,S62,RB76";"10006_,10062_,11076_";3;"10,11";8,9051056;48,7718356;
"Rutesheim";"Rutesheim";"1302";"de:08115:1302";08115028;"Leonberg";"Leonberg";"BB";"047";"46,56,3,4";"Bus;R-Bahn;S-Bahn;SEV-Bus";"S6,S60,S61,S62,RE4,RE14,654,654A,655,655A,S6E,S60E";"10006_,10060_,10061_,10062_,11004_,11014_,31654_,31654a,31655_,31655a,36006e,36060e";12;"10,11,31,36";8,9603252;48,7903109;
"Weil der Stadt";"Weil der Stadt";"1303";"de:08115:1303";08115050;"Weil der Stadt";"Weil der Stadt";"BB";"456";"56,4";"Bus;Nachtbus;R-Bahn;Ruftaxi;S-Bahn;SEV-Bus";"S6,S62,RB76,663,663A,665,666,766,769,X74,N61,S6E,S6X,RT663,RT670,RT766,670,670.2,880";"10006_,10062_,11076_,31663_,31663a,31665_,31666_,31766_,31769_,31X74_,34061_,36006e,36006x,50663_,50670_,50766_,76670_,766702,76880_";19;"10,11,31,34,36,50,76";8,8731891;48,7557357;
"Bietigheim";"Bietigheim";"1400";"de:08118:1400";08118079;"Bietigheim-Bissingen";"Bietigheim";"LB";"045";"45,3";"Bus;Nachtbus;R-Bahn;S-Bahn;SEV-Bus";"S5,RE1,RE8,MEX12,MEX17,MEX18,542,544,551,551A,554,554A,556,558,559,561,564,566,567,567A,572,N52,N56,N57,N58,S5E,RE8E,MEX17E,MEX18E";"10005_,11001_,11008_,11012_,11017_,11018_,31542_,31544_,31551_,31551a,31554_,31554a,31556_,31558_,31559_,31561_,31564_,31566_,31567_,31567a,31572_,34052_,34056_,34057_,34058_,36005e,36008e,36017e,36018e";29;"10,11,31,34,36";9,1372174;48,9479499;
"Kornwestheim";"Kornwestheim";"1402";"de:08118:1402";08118046;"Kornwestheim";"Kornwestheim";"LB";"634";"34,2";"Bus;Nachtbus;R-Bahn;S-Bahn";"S4,S5,S24,RE1,RB11,MEX18,MEX19,RE90,MEX90,411,412,413,414,415,N47,N48";"10004_,10005_,10024_,11001_,11011_,11018_,11019_,11090_,11091_,31411_,31412_,31413_,31414_,31415_,34047_,34048_";16;"10,11,31,34";9,1799673;48,8621595;
"Neuwirtsh. (Porschep.)";"Neuwirtsh. (Porschep.)";"1403";"de:08111:1403";08111000;"Stuttgart";"Stuttgart";"S";"421";"20,1";"R-Bahn;S-Bahn";"S6,S60,S61,S62,RE4,RE14,RB47";"10006_,10060_,10061_,10062_,11004_,11014_,12047_";7;"10,11,12";9,1519556;48,8338473;
"Benningen (N)";"Benningen (N)";"1500";"de:08118:1500";08118006;"Benningen am Neckar";"Benningen (N)";"LB";"044";"44,3";"R-Bahn;S-Bahn;SEV-Bus";"S4,S24,MEX19,RE90,MEX90,S4E";"10004_,10024_,11019_,11090_,11091_,36004e";6;"10,11,36";9,2442991;48,9437977;
"Freiberg (N)";"Freiberg (N)";"1503";"de:08118:1503";08118078;"Freiberg am Neckar";"Freiberg (N)";"LB";"444";"44,3";"Bus;R-Bahn;S-Bahn;SEV-Bus";"S4,S24,MEX19,RE90,MEX90,444,446,446A,459,564,N44,S4E";"10004_,10024_,11019_,11090_,11091_,31444_,31446_,31446a,31459_,31564_,34044_,36004e";12;"10,11,31,34,36";9,1975301;48,9299497;
"Münster";"Münster";"1504";"de:08111:1504";08111000;"Stuttgart";"Stuttgart";"S";"921";"20,1";"Bus;R-Bahn";"RB11,56";"11011_,30056_";2;"11,30";9,2162181;48,8206516;
"Nellmersbach";"Nellmersbach";"1601";"de:08119:1601";08119042;"Leutenbach";"Nellmersbach";"WN";"043";"43,3";"R-Bahn;S-Bahn";"S3,MEX19,RE90,MEX90";"10003_,11019_,11090_,11091_";4;"10,11";9,4154215;48,9033643;
"Neustadt-Hohenacker";"Neustadt-Hohenacker";"1602";"de:08119:1602";08119079;"Waiblingen";"Neustadt";"WN";"143";"32,43,2,3";"Bus;Nachtbus;R-Bahn;S-Bahn;SEV-Bus";"S3,MEX19,RE90,MEX90,201,201A,N24,S3E";"10003_,11019_,11090_,11091_,31201_,31201a,34024_,36003e";8;"10,11,31,34,36";9,3245511;48,8592167;
"Schwaikheim";"Schwaikheim";"1603";"de:08119:1603";08119068;"Schwaikheim";"Schwaikheim";"WN";"443";"43,3";"Bus;R-Bahn;S-Bahn;SEV-Bus";"S3,MEX19,RE90,MEX90,339,S3E";"10003_,11019_,11090_,11091_,31339_,36003e";6;"10,11,31,36";9,3547474;48,8683266;
"Ebitzweg";"Ebitzweg";"1604";"de:08111:1604";08111000;"Stuttgart";"Stuttgart";"S";"020";"20,1";"R-Bahn;Stadtbahn";"RB11,U13";"11011_,20013_";2;"11,20";9,2320724;48,8037151;
"Eichenstraße";"Endersbach Eichenstraße";"1699";"de:08119:1699";08119091;"Weinstadt";"Endersbach";"WN";"542";"2,3";"Bus;Nachtbus";"206,219,N21";"31206_,31219_,34021_";3;"31,34";9,3584466;48,8118975;
"Metzgeräcker";"Endersbach Metzgeräcker";"1700";"de:08119:1700";08119091;"Weinstadt";"Endersbach";"WN";"542";"2,3";"Bus;Nachtbus;SEV-Bus";"206,219,N21,S2E";"31206_,31219_,34021_,36002e";4;"31,34,36";9,3513269;48,8101030;
"Stetten-Beinstein";"Stetten-Beinstein";"1701";"de:08119:1701";08119091;"Weinstadt";"Endersbach";"WN";"542";"32,42,2,3";"S-Bahn";"S2";"10002_";1;"10";9,3527697;48,8119960;
"Geradstetten";"Geradstetten";"1702";"de:08119:1702";08119090;"Remshalden";"Geradstetten";"WN";"152";"42,52,3,4";"S-Bahn";"S2";"10002_";1;"10";9,4395223;48,8052769;
"Grunbach";"Grunbach";"1703";"de:08119:1703";08119090;"Remshalden";"Grunbach";"WN";"042";"42,3";"Bus;R-Bahn;Ruftaxi;S-Bahn;SEV-Bus";"S2,RE1,MEX13,217,217A,333,S2E,RT217";"10002_,11001_,11013_,31217_,31217a,31333_,36002a,36002e,50217_";9;"10,11,31,36,50";9,4195806;48,8104140;
"Weiler (R)";"Weiler (R)";"1704";"de:08119:1704";08119067;"Schorndorf";"Weiler (Schorndorf)";"WN";"052";"52,4";"S-Bahn";"S2";"10002_";1;"10";9,5018912;48,8003458;
"Winterbach";"Winterbach";"1705";"de:08119:1705";08119086;"Winterbach";"Winterbach";"WN";"552";"52,4";"S-Bahn";"S2";"10002_";1;"10";9,4815498;48,7984274;
"Altbach";"Altbach";"1800";"de:08116:1800";08116004;"Altbach";"Altbach";"ES";"041";"41,3";"R-Bahn;S-Bahn";"S1,RE6,MEX18";"10001_,11006_,11018_";3;"10,11";9,3824340;48,7203135;
"Mettingen";"Mettingen";"1801";"de:08116:1801";08116019;"Esslingen am Neckar";"Mettingen";"ES";"031";"31,2";"Bus;R-Bahn;S-Bahn;SEV-Bus";"S1,RE6,MEX12,101,102,S1E";"10001_,11006_,11012_,31101_,31102_,36001a,36001e";7;"10,11,31,36";9,2757990;48,7469665;
"Oberesslingen";"Oberesslingen";"1802";"de:08116:1802";08116019;"Esslingen am Neckar";"Oberesslingen";"ES";"031";"31,2";"Bus;R-Bahn;S-Bahn";"S1,RE6,138,140";"10001_,11006_,31138_,31140_";4;"10,11,31";9,3272774;48,7298359;
"Zell";"Zell";"1803";"de:08116:1803";08116019;"Esslingen am Neckar";"Zell (Esslingen)";"ES";"141";"31,41,2,3";"Bus;R-Bahn;S-Bahn";"S1,RE6,MEX18,102,103,114A,115,138,140";"10001_,11006_,11018_,31102_,31103_,31114a,31115_,31138_,31140_";9;"10,11,31";9,3597395;48,7243614;
"Filderstadt";"Filderstadt";"1905";"de:08116:1905";08116077;"Filderstadt";"Bernhausen";"ES";"339";"38,39,2";"S-Bahn";"S2,S24";"10002_,10024_";2;"10";9,2175813;48,6764915;
"Ellental";"Ellental";"1910";"de:08118:1910";08118079;"Bietigheim-Bissingen";"Bietigheim";"LB";"045";"45,3";"Bus;R-Bahn;SEV-Bus";"MEX17,551A,554A,556,MEX17E";"11017_,31551a,31554a,31556_,36017e";5;"11,31,36";9,1235698;48,9553209;
"Raiffeisenstraße";"Bonlanden Raiffeisenstraße";"1997";"de:08116:1997";08116077;"Filderstadt";"Bonlanden";"ES";"339";"38,39,2";"Bus";"805,807,808,809,809A,816A";"31805_,31807_,31808_,31809_,31809a,31816a";6;"31";9,2296086;48,6578445;
"Johanneskirche";"Bernhausen Johanneskirche";"1998";"de:08116:1998";08116077;"Filderstadt";"Bernhausen";"ES";"340";"38,39,2";"Bus";"811,812,813";"31811_,31812_,31813_";3;"31";9,2074734;48,6785066;
"Rosenstraße";"Bernhausen Rosenstraße";"1999";"de:08116:1999";08116077;"Filderstadt";"Bernhausen";"ES";"340";"38,39,2";"Bus";"811,812,813";"31811_,31812_,31813_";3;"31";9,2112454;48,6777623;
"Rudolfshöhe";"Aich Rudolfshöhe";"2000";"de:08116:2000";08116081;"Aichtal";"Aich";"ES";"159";"49,59,3,4";"Bus";"167,807,808A,809A,816A";"31167_,31807_,31808a,31809a,31816a";5;"31";9,2454001;48,6310050;
"Ort";"Aich Ort";"2001";"de:08116:2001";08116081;"Aichtal";"Aich";"ES";"159";"49,59,3,4";"Bus;Nachtbus";"167,805,808,808A,809,809A,816A,X16,N89";"31167_,31805_,31808_,31808a,31809_,31809a,31816a,31X16_,34089_";9;"31,34";9,2403440;48,6233540;
"Siedlung";"Aich Siedlung";"2003";"de:08116:2003";08116081;"Aichtal";"Aich";"ES";"159";"49,59,3,4";"Bus";"167,805,808,808A,816A";"31167_,31805_,31808_,31808a,31816a";5;"31";9,2355755;48,6246858;
"Bahnhof";"Bernhausen Bahnhof";"2006";"de:08116:2006";08116077;"Filderstadt";"Bernhausen";"ES";"339";"38,39,2";"Bus;Nachtbus;SEV-Bus";"X4,74,76,805,807,808,809,809A,811,812,813,814,815,816,816A,817,818,N89,S2E,X3";"30034_,30074_,30076_,31805_,31807_,31808_,31809_,31809a,31811_,31812_,31813_,31814_,31815_,31816_,31816a,31817_,31818_,34089_,36002e,810X3_";20;"30,31,34,36,81";9,2182062;48,6765533;
"Hauptstraße";"Bernhausen Hauptstraße";"2008";"de:08116:2008";08116077;"Filderstadt";"Bernhausen";"ES";"339";"38,39,2";"Bus";"74,76,816,816A";"30074_,30076_,31816_,31816a";4;"30,31";9,2180647;48,6783610;
"Karlstraße";"Bernhausen Karlstraße";"2009";"de:08116:2009";08116077;"Filderstadt";"Bernhausen";"ES";"339";"38,39,2";"Bus;Nachtbus";"X4,74,816A,N89";"30034_,30074_,31816a,34089_";4;"30,31,34";9,2280554;48,6775593;
"Musikschule";"Bernhausen Musikschule";"2012";"de:08116:2012";08116077;"Filderstadt";"Bernhausen";"ES";"339";"38,39,2";"Bus";"74,76,816A";"30074_,30076_,31816a";3;"30,31";9,2187286;48,6811475;
"Bonlandener Straße";"Bonlanden Bonlandener Straße";"2015";"de:08116:2015";08116077;"Filderstadt";"Bonlanden";"ES";"339";"38,39,2";"Bus;Nachtbus";"77,805,808,816A,818A,N89";"30077_,31805_,31808_,31816a,31818a,34089_";6;"30,31,34";9,2309981;48,6500272;
"Filderklinik";"Bonlanden Filderklinik";"2016";"de:08116:2016";08116077;"Filderstadt";"Bonlanden";"ES";"339";"38,39,2";"Bus";"809A,812,813,815,816A";"31809a,31812_,31813_,31815_,31816a";5;"31";9,2028010;48,6478593;
"Fildorado";"Bonlanden Fildorado";"2017";"de:08116:2017";08116077;"Filderstadt";"Bonlanden";"ES";"339";"38,39,2";"Bus";"809A,812,813,815,816A,818A";"31809a,31812_,31813_,31815_,31816a,31818a";6;"31";9,2097067;48,6506346;
"Gutenhalde";"Bonlanden Gutenhalde";"2018";"de:08116:2018";08116077;"Filderstadt";"Bonlanden";"ES";"249";"38,39,48,49,2,3";"Bus";"805,808,816A";"31805_,31808_,31816a";3;"31";9,2299753;48,6430060;
"Hauptstraße";"Bonlanden Hauptstraße";"2019";"de:08116:2019";08116077;"Filderstadt";"Bonlanden";"ES";"339";"38,39,2";"Bus";"809A,812,813,815,816A";"31809a,31812_,31813_,31815_,31816a";5;"31";9,2167163;48,6553157;
"Reußensteinweg";"Bonlanden Reußensteinweg";"2020";"de:08116:2020";08116077;"Filderstadt";"Bonlanden";"ES";"339";"38,39,2";"Bus";"76,816A";"30076_,31816a";2;"30,31";9,2230855;48,6530374;
"Nord";"Bonlanden Nord";"2021";"de:08116:2021";08116077;"Filderstadt";"Bonlanden";"ES";"339";"38,39,2";"Bus";"76,809A,812,813,815,816A";"30076_,31809a,31812_,31813_,31815_,31816a";6;"30,31";9,2204934;48,6593012;
